,idDrink,strDrink,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,all_ingredients,soup
52,17209,Barracuda,Ordinary Drink,New Era Drinks,Alcoholic,Margarita glass,"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.",https://www.thecocktaildb.com/images/media/drink/jwmr1x1504372337.jpg,Rum,Galliano,Pineapple Juice,Lime Juice,Prosecco,,,,,,4.5 cl,1.5 cl,6 cl, 1 dash,top up ,,,,,,"Rum,Galliano,Pineapple Juice,Lime Juice,Prosecco","Rum,Galliano,Pineapple Juice,Lime Juice,Prosecco,Shake pour ingredients with ice. Strain into glass, top with Sparkling wine."
53,17035,Buccaneer,Beer,,Alcoholic,Beer pilsner,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,https://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg,Corona,Bacardi Limon,,,,,,,,,1 ,1 shot ,,,,,,,,,"Corona,Bacardi Limon","Corona,Bacardi Limon,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently"
54,17825,Brigadier,Cocktail,,Alcoholic,Coupe Glass,Mix ingredients in a warmed mug and stir.,https://www.thecocktaildb.com/images/media/drink/nl89tf1518947401.jpg,Hot Chocolate,Green Chartreuse,Cherry Heering,,,,,,,,4 oz,1 oz,1 oz,,,,,,,,"Hot Chocolate,Green Chartreuse,Cherry Heering","Hot Chocolate,Green Chartreuse,Cherry Heering,Mix ingredients in a warmed mug and stir."
55,178311,Broadside,Cocktail,,Alcoholic,Highball glass,"Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!",https://www.thecocktaildb.com/images/media/drink/l2o6xu1582476870.jpg,151 proof rum,Scotch,Bitters,Wormwood,Ice,,,,,,1 shot,1/2 shot,3 drops,1 Fresh,cubes,,,,,,"151 proof rum,Scotch,Bitters,Wormwood,Ice,,","151 proof rum,Scotch,Bitters,Wormwood,Ice,,,Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!"
56,11106,Blackthorn,Ordinary Drink,,Alcoholic,Cocktail glass,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/xvswvy1441209430.jpg,Sweet Vermouth,Sloe gin,Lemon peel,,,,,,,,1 oz ,1 1/2 oz ,1 twist of ,,,,,,,,"Sweet Vermouth,Sloe gin,Lemon peel","Sweet Vermouth,Sloe gin,Lemon peel,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve."
57,13395,Bob Marley,Shot,,Alcoholic,Shot glass,Layer in a 2 oz shot glass or pony glass,https://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,Midori melon liqueur,Jägermeister,Goldschlager,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,"Midori melon liqueur,Jägermeister,Goldschlager","Midori melon liqueur,Jägermeister,Goldschlager,Layer in a 2 oz shot glass or pony glass"
58,14730,Bubble Gum,Shot,,Alcoholic,Shot glass,Layer in order into a shot glass.,https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,Vodka,Banana liqueur,Orange juice,Peach schnapps,,,,,,,1/4 ,1/4 ,1/4 ,1/4 ,,,,,,,"Vodka,Banana liqueur,Orange juice,Peach schnapps","Vodka,Banana liqueur,Orange juice,Peach schnapps,Layer in order into a shot glass."
59,16986,Bible Belt,Other/Unknown,,Alcoholic,Highball glass,"Mix all ingredients, and pour over ice.",https://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg,Southern Comfort,Triple sec,Lime,Sour mix,,,,,,,2 oz ,1/2 oz ,2 wedges ,2 oz ,,,,,,,"Southern Comfort,Triple sec,Lime,Sour mix","Southern Comfort,Triple sec,Lime,Sour mix,Mix all ingredients, and pour over ice."
60,17120,Brain Fart,Punch / Party Drink,,Alcoholic,Punch bowl,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,https://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,Everclear,Vodka,Mountain Dew,Surge,Lemon juice,Rum,,,,,1 fifth ,1 fifth Smirnoff red label ,2 L ,2 L ,1 small bottle ,1 pint ,,,,,"Everclear,Vodka,Mountain Dew,Surge,Lemon juice,Rum","Everclear,Vodka,Mountain Dew,Surge,Lemon juice,Rum,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold."
61,11113,Bloody Mary,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,"Stirring gently, pour all ingredients into highball glass. Garnish.",https://www.thecocktaildb.com/images/media/drink/t6caa21582485702.jpg,Vodka,Tomato juice,Lemon juice,Worcestershire sauce,Tabasco sauce,Lime,,,,,1 1/2 oz ,3 oz ,1 dash ,1/2 tsp ,2-3 drops ,1 wedge ,,,,,"Vodka,Tomato juice,Lemon juice,Worcestershire sauce,Tabasco sauce,Lime","Vodka,Tomato juice,Lemon juice,Worcestershire sauce,Tabasco sauce,Lime,Stirring gently, pour all ingredients into highball glass. Garnish."
62,11117,Blue Lagoon,Ordinary Drink,,Alcoholic,Highball glass,"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/5wm4zo1582579154.jpg,Vodka,Blue Curacao,Lemonade,Cherry,,,,,,,1 oz ,1 oz ,,,,,,,,,"Vodka,Blue Curacao,Lemonade,Cherry","Vodka,Blue Curacao,Lemonade,Cherry,Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve."
63,11129,Boston Sour,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,Blended whiskey,Lemon,Powdered sugar,Egg white,Lemon,Cherry,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 ,1 slice ,1 ,,,,,"Blended whiskey,Lemon,Powdered sugar,Egg white,Lemon,Cherry","Blended whiskey,Lemon,Powdered sugar,Egg white,Lemon,Cherry,Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve."
64,11164,Brandy Flip,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",https://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg,Brandy,Egg,Sugar,Light cream,Nutmeg,,,,,,2 oz ,1 whole ,1 tsp superfine ,1/2 oz ,1/8 tsp grated ,,,,,,"Brandy,Egg,Sugar,Light cream,Nutmeg","Brandy,Egg,Sugar,Light cream,Nutmeg,In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg."
65,17185,Casino,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,https://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,Gin,Maraschino liqueur,Lemon juice,Orange bitters,Cherry,,,,,,2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,"Gin,Maraschino liqueur,Lemon juice,Orange bitters,Cherry","Gin,Maraschino liqueur,Lemon juice,Orange bitters,Cherry,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw."
66,11202,Caipirinha,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg,Sugar,Lime,Cachaca,,,,,,,,2 tsp,1 ,2 1/2 oz ,,,,,,,,"Sugar,Lime,Cachaca","Sugar,Lime,Cachaca,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça."
67,11239,Cherry Rum,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,Light rum,Cherry brandy,Light cream,,,,,,,,1 1/4 oz ,1 1/2 tsp ,1 tblsp ,,,,,,,,"Light rum,Cherry brandy,Light cream","Light rum,Cherry brandy,Light cream,Shake all ingredients with ice, strain into a cocktail glass, and serve."
68,11288,Cuba Libre,Ordinary Drink,Contemporary Classics,Alcoholic,Highball glass,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg,Light rum,Lime,Coca-Cola,,,,,,,,2 oz ,Juice of 1/2 ,,,,,,,,,"Light rum,Lime,Coca-Cola","Light rum,Lime,Coca-Cola,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge."
69,13751,Cuba Libra,Ordinary Drink,,Alcoholic,Highball glass,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,Dark rum,Lime,Coca-Cola,Ice,,,,,,,1-2 shot ,Squeeze ,Fill with ,,,,,,,,"Dark rum,Lime,Coca-Cola,Ice","Dark rum,Lime,Coca-Cola,Ice,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!"
70,14181,Cafe Savoy,Coffee / Tea,,Alcoholic,Coffee mug,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,Coffee,Milk,Triple sec,Brandy,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,"Coffee,Milk,Triple sec,Brandy","Coffee,Milk,Triple sec,Brandy,Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir."
71,14608,Cream Soda,Cocktail,,Alcoholic,Highball glass,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Spiced rum,Ginger ale,,,,,,,,,1 oz ,,,,,,,,,,"Spiced rum,Ginger ale","Spiced rum,Ginger ale,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale."
72,17830,Corn n Oil,Cocktail,,Alcoholic,Old-fashioned glass,"Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg,Lime,Falernum,Angostura Bitters,Añejo rum,blackstrap rum,,,,,,1/2,1/3 oz,2 dashes,1 oz,1 oz,,,,,,"Lime,Falernum,Angostura Bitters,Añejo rum,blackstrap rum","Lime,Falernum,Angostura Bitters,Añejo rum,blackstrap rum,Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw."
73,11222,Casa Blanca,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg,Light rum,Triple sec,Lime juice,Maraschino liqueur,,,,,,,2 oz ,1 1/2 tsp ,1 1/2 tsp ,1 1/2 tsp ,,,,,,,"Light rum,Triple sec,Lime juice,Maraschino liqueur","Light rum,Triple sec,Lime juice,Maraschino liqueur,Shake all ingredients with ice, strain into a cocktail glass, and serve."
74,17186,Clover Club,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,Gin,Grenadine,Lemon,Egg white,,,,,,,1 1/2 oz ,2 tsp ,Juice of 1/2 ,1 ,,,,,,,"Gin,Grenadine,Lemon,Egg white","Gin,Grenadine,Lemon,Egg white,Dry shake ingredients to emulsify, add ice, shake and served straight up."
75,17135,Citrus Coke,Soft Drink / Soda,,Alcoholic,Highball Glass,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,https://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,Bacardi Limon,Coca-Cola,,,,,,,,,1 part ,2 parts ,,,,,,,,,"Bacardi Limon,Coca-Cola","Bacardi Limon,Coca-Cola,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!"
76,11242,Chicago Fizz,Ordinary Drink,,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,Light rum,Port,Lemon,Powdered sugar,Egg white,Carbonated water,,,,,1 oz ,1 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,"Light rum,Port,Lemon,Powdered sugar,Egg white,Carbonated water","Light rum,Port,Lemon,Powdered sugar,Egg white,Carbonated water,Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
77,11251,City Slicker,Ordinary Drink,,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Brandy,Triple sec,Lemon juice,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,"Brandy,Triple sec,Lemon juice","Brandy,Triple sec,Lemon juice,In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
78,12800,Coffee-Vodka,Homemade Liqueur,,Alcoholic,Collins Glass,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,Water,Sugar,Coffee,Vanilla,Vodka,Caramel coloring,,,,,2 cups ,2 cups white ,1/2 cup instant ,1/2,1 1/2 cup,,,,,,"Water,Sugar,Coffee,Vanilla,Vodka,Caramel coloring","Water,Sugar,Coffee,Vanilla,Vodka,Caramel coloring,Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product."
79,13206,Caipirissima,Ordinary Drink,,Alcoholic,Collins Glass,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Lime,Sugar,White rum,Ice,,,,,,,2 ,2 tblsp ,2-3 oz ,crushed ,,,,,,,"Lime,Sugar,White rum,Ice","Lime,Sugar,White rum,Ice,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!"
80,16047,Campari Beer,Beer,,Alcoholic,Beer mug,Use a 15 oz glass. Add Campari first. Fill with beer.,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,Lager,Campari,,,,,,,,,1 bottle ,1 1/2 cl ,,,,,,,,,"Lager,Campari","Lager,Campari,Use a 15 oz glass. Add Campari first. Fill with beer."
81,17196,Cosmopolitan,Cocktail,Contemporary Classics,Alcoholic,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,https://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,Absolut Citron,Lime juice,Cointreau,Cranberry juice,,,,,,,1 1/4 oz ,1/4 oz ,1/4 oz ,1/4 cup ,,,,,,,"Absolut Citron,Lime juice,Cointreau,Cranberry juice","Absolut Citron,Lime juice,Cointreau,Cranberry juice,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel."
82,11224,Casino Royale,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",https://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,Gin,Lemon juice,Maraschino liqueur,Orange bitters,Egg yolk,,,,,,2 oz ,1/2 oz ,1 tsp ,1 dash ,1 ,,,,,,"Gin,Lemon juice,Maraschino liqueur,Orange bitters,Egg yolk","Gin,Lemon juice,Maraschino liqueur,Orange bitters,Egg yolk,In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
83,11255,Clove Cocktail,Ordinary Drink,,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,Sweet Vermouth,Sloe gin,Wine,,,,,,,,1 oz ,1/2 oz ,1/2 oz Muscatel ,,,,,,,,"Sweet Vermouth,Sloe gin,Wine","Sweet Vermouth,Sloe gin,Wine,Stir all ingredients with ice, strain into a cocktail glass, and serve."
84,12798,Coffee Liqueur,Homemade Liqueur,,Alcoholic,Collins Glass,"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.",https://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,Coffee,Vanilla extract,Sugar,Vodka,Water,,,,,,10 tblsp instant ,4 tblsp ,2 1/2 cups ,1 qt ,2 1/2 cups ,,,,,,"Coffee,Vanilla extract,Sugar,Vodka,Water","Coffee,Vanilla extract,Sugar,Vodka,Water,Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks."
85,13328,Chocolate Milk,Shot,,Alcoholic,Shot Glass,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,Chocolate liqueur,Milk,Amaretto,,,,,,,,1/2 shot ,1/2 shot ,1 dash ,,,,,,,,"Chocolate liqueur,Milk,Amaretto","Chocolate liqueur,Milk,Amaretto,Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!"
86,17108,Coke and Drops,Soft Drink / Soda,,Non alcoholic,Cocktail glass,"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",https://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,Coca-Cola,Lemon juice,,,,,,,,,1 dl ,7 drops ,,,,,,,,,"Coca-Cola,Lemon juice","Coca-Cola,Lemon juice,Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass."
87,12734,Chocolate Drink,Cocoa,,Non alcoholic,Coffee mug,"Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",https://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,Chocolate,Milk,Water,,,,,,,,125 gr,3/4 L ,,,,,,,,,"Chocolate,Milk,Water","Chocolate,Milk,Water,Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug."
