,idDrink,strDrink,strDrinkAlternate,strDrinkES,strDrinkDE,strDrinkFR,strDrinkZH-HANS,strDrinkZH-HANT,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strCreativeCommonsConfirmed,dateModified
101,17177,Dark Caipirinha,,,,,,,,,Cocktail,,Alcoholic,Highball glass,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",,Den Zucker in einem old-fashioned Glas in die Limettenspalten mischen.,,,,https://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,demerara Sugar,Lime,Cachaca,,,,,,,,,,,,,2 tsp ,1,2 1/2 oz,,,,,,,,,,,,,Yes,2016-08-28 18:40:58
102,17182,Duchamp's Punch,,,,,,,,,Cocktail,,Alcoholic,Old-fashioned glass,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",,Alle Zutaten mischen.,,,,https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,Pisco,Lime Juice,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender,,,,,,,,,5 cl,2.5 cl,2.5 cl,1.5 cl,2 Dashes,Pinch,2 sprigs,,,,,,,,,No,2017-01-22 11:31:25
103,17211,Dark and Stormy,,,,,,,"IBA,NewEra",,Ordinary Drink,New Era Drinks,Alcoholic,Highball glass,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,,In einem mit Eis gefüllten Highball-Glas 6 cl dunklen Rum hinzufügen und mit Ingwerbier auffüllen. Mit Limettenkeil garnieren.,,,,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Dark Rum,Ginger Beer,,,,,,,,,,,,,,5 cl,10 cl,,,,,,,,,,,,,,No,2017-09-02 18:55:05
104,13194,Damned if you do,,,,,,,,,Shot,,Alcoholic,Shot glass,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,,In das Schnapsglas gießen. In den Mund nehmen. Bei Bedarf wiederholen.,,,,https://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,Whiskey,Hot Damn,,,,,,,,,,,,,,0.75 oz ,0.25 oz ,,,,,,,,,,,,,,No,2017-08-24 09:58:26
105,11326,Dubonnet Cocktail,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,,Alle Zutaten (außer Zitronenschale) mit Eis verrühren und in ein Cocktailglas abseihen. Die Zitronenschale hinzufügen und servieren.,,,,https://www.thecocktaildb.com/images/media/drink/pfz3hz1582483111.jpg,Dubonnet Rouge,Gin,Bitters,Lemon peel,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1 dash ,1 twist of ,,,,,,,,,,,,Yes,2015-08-13 10:12:27
106,12736,Drinking Chocolate,,,,,,,,,Cocoa,,Non alcoholic,Coffee mug,"Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",,"Sahne und Milch mit Zimt und Vanilleschote sehr langsam für 15-20 Minuten erhitzen. (Wenn Sie keine Schoten haben, geben Sie nach dem Erhitzen 1-2 Teelöffel Vanillearoma dazu). Bohnen und Zimt entfernen. Fügen Sie die Schokolade hinzu. Mischen, bis sie vollständig geschmolzen sind. Mit sehr dicker, frischer Schlagsahne servieren. Für 1-2 Personen. Für eine reichhaltigere Schokolade verwenden Sie 4 oz Milch, 4 oz Sahne, 4 oz Schokolade. In einer Kaffeetasse servieren.",,,,https://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,Heavy cream,Milk,Cinnamon,Vanilla,Chocolate,Whipped cream,,,,,,,,,,2 oz ,6-8 oz ,1 stick ,1 ,2 oz finely chopped dark ,Fresh ,,,,,,,,,,No,2017-02-20 15:06:13
107,178334,Death in the Afternoon,,,,,,,,,Cocktail,,Alcoholic,Margarita glass,"Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.",,,,,,https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg,Absinthe,Champagne,,,,,,,,,,,,,,2 shots,Top,,,,,,,,,,,,,,No,
108,12668,Egg Cream,,,,,,,,,Other/Unknown,,Non alcoholic,Coffee mug,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",,Sirup und Milch in einem Fontänenglas mischen. Mit Sodawasser aufgießen und mit einem Strohhalm servieren.,,,,https://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,Chocolate syrup,Milk,Soda water,,,,,,,,,,,,,2 tblsp ,6 oz whole ,6 oz ,,,,,,,,,,,,,No,2017-01-14 21:47:26
109,12910,Egg Nog #4,,,,,,,,,Punch / Party Drink,,Optional alcohol,Punch bowl,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",,"In einer kleinen Rührschüssel das Eigelb verrühren. Nach und nach 1/4 Tasse Zucker hinzufügen und mit hoher Geschwindigkeit schlagen, bis er dick und zitronengelb ist. Milch unterrühren, Rum, Bourbon, Vanille und Salz unterrühren. Gründlich abkühlen lassen. Sahne schlagen. Schlägel gut waschen. In einer großen Mixerschüssel Eiweiß zu weichen Spitzen schlagen. Nach und nach den restlichen Zucker aus der 1/4 Tasse hinzufügen und zu steifen Spitzen schlagen. Eigelbmischung und Schlagsahne zu Eiweiß vermengen. Sofort servieren. Muskatnuss über jede Portion streuen. In einer Bowle oder einer anderen großen Schüssel servieren. HINWEIS: Für einen alkoholfreien Eierlikör bereiten Sie den Eierlikör wie oben beschrieben zu, Bourbon und Rum weglassen und die Milch auf 3 Tassen erhöhen.",,,,https://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,Egg yolk,Sugar,Milk,Light rum,Bourbon,Vanilla extract,Salt,Whipping cream,Egg white,Sugar,Nutmeg,,,,,6 ,1/4 cup ,2 cups ,1/2 cup ,1/2 cup ,1 tsp ,1/4 tsp ,1 cup ,6 ,1/4 cup ,Ground ,,,,,No,2016-07-18 22:02:27
110,11338,English Highball,,,,,,,,,Ordinary Drink,,Alcoholic,Highball glass,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",,"Gießen Sie Brandy, Gin und süßen Wermut in ein Highball-Glas über Eiswürfel. Mit kohlensäurehaltigem Wasser auffüllen. Die Zitronenschale hinzufügen, umrühren und servieren. (Ginger Ale kann durch kohlensäurehaltiges Wasser ersetzt werden, wenn gewünscht.)",,,,https://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,,No,2017-09-04 11:09:12
111,17212,Espresso Martini,,,,,,,"IBA,NewEra",,Cocktail,New Era Drinks,Alcoholic,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",,"Zutaten in einen mit Eis gefüllten Shaker geben, kräftig schütteln und in ein gekühltes Martini-Glas abseihen.",,,,https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,Vodka,Kahlua,Sugar syrup,,,,,,,,,,,,,5 cl,1 cl,1 dash,,,,,,,,,,,,,No,2017-09-02 18:22:31
112,178309,Espresso Rumtini,,,,,,,"DinnerParty,StrongFlavor",,Cocktail,,Alcoholic,Cocktail glass,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,,,,,,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,Rum,Vanilla syrup,Espresso,Coffee,,,,,,,,,,,,1 shot,1/2 shot,1 shot,1 shot,,,,,,,,,,,,Yes,
113,12916,Egg Nog - Healthy,,,,,,,,,Punch / Party Drink,,Optional alcohol,Collins Glass,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",,"Ei-Ersatz und Zucker verrühren, mit den beiden Sorten Milch, Vanille und Rum vermengen. Gut mischen. Über Nacht kühl stellen. Mit Muskatnuss bestreuen. Ergibt 6 Portionen.",,,,https://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg,,,,,,,,,1/2 cup ,3 tblsp ,13 oz skimmed ,3/4 cup skimmed ,1 tsp ,1 tsp ,"
","
","
","
","
","
",,,,No,2016-07-18 21:55:08
114,11339,English Rose Cocktail,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,,Reiben Sie den Rand des Cocktailglases mit Zitronensaft ein und tauchen den Rand des Glases in Puderzucker. Alle Zutaten (außer Kirsche) mit Eis schütteln und in das zuckerummantelte Glas abseihen. Mit der Kirsche garnieren und servieren.,,,,https://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 ,,,,,,,,,,No,2015-09-02 16:44:57
115,12914,Egg-Nog - Classic Cooked,,,,,,,,,Punch / Party Drink,,Optional alcohol,Pitcher,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",,"In einem großen Topf Eier, Zucker und Salz verquirlen. 2 Tassen der Milch unterrühren. Bei schwacher Hitze unter ständigem Rühren kochen, bis die Mischung dick genug ist, um einen Metalllöffel zu überziehen und 70 Grad Celsius erreicht. Vom Herd nehmen. Die restlichen 2 Tassen Milch und Vanille unterrühren. Zugedeckt und gekühlt bis zur vollständigen Abkühlung, mehrere Stunden oder über Nacht. Kurz vor dem Servieren in eine Schüssel oder einen Krug geben. Garnieren oder ergänzen Sie Mischung, wenn gewünscht. Wählen Sie 1 oder mehrere: Mit Schoko-Curls, Zimtstangen, Aromaextrakte, aromatisierter Brandy oder Likör, Fruchtsaft oder Nektar, gemahlene Muskatnuss, Maraschinokirschen, Orangenscheiben, Pfefferminzstangen oder Zuckerstangen, schlichter Brandy, Rum oder Whiskey, Sorbet oder Eis, Schlagsahne, aufschlagen. Sofort servieren.",,,,https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,Egg,Sugar,Salt,Milk,Vanilla extract,,,,,,,,,,,6 ,1/4 cup ,1/4 tsp ,1 qt ,1 tsp ,,,,,,,,,,,No,2016-07-18 21:58:25
116,17246,Empellón Cocina's Fat-Washed Mezcal,,,,,,,,,Cocktail,,Alcoholic,Beer Glass,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",,"Damit Ihr Schweinefett genauso lecker ist wie ihres, gibt es hier die Adobo-Marinade und was man damit machen kann (Sie benötigen auch ein Rippchen)",,,,https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,Mezcal,Chocolate liqueur,Coffee liqueur,,,,,,,,,,,,,2 oz,3/4 oz,1/2 oz,,,,,,,,,,,,,No,2017-12-18 11:11:49
117,12768,Frappé,,,,,,,,,Coffee / Tea,,Non alcoholic,Highball Glass,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",,"Zusammenmischen. Mischen Sie mit höchster Mischgeschwindigkeit für ca. 1 Minute. In ein Glas gießen und mit einem Strohhalm trinken. Notizen: Dies funktioniert am besten, wenn alles kalt ist (wenn Sie frischen Kaffee zubereiten, mischen Sie ihn mit der Milch und lassen Sie ihn 1/2 Stunde im Kühlschrank stehen. Wenn es nicht schaumig ist, füge mehr Milch oder sogar nur etwas mehr Milchpulver hinzu. Der Schaum verwandelt sich allmählich in Flüssigkeit am Boden des Glases, so dass Sie feststellen werden, dass Sie sitzen und dieses etwa 1/2 Stunde lang trinken können, wobei immer mehr Eiskaffee am Boden auftaucht. Sehr erfrischend.",,,,https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,Coffee,Milk,Sugar,,,,,,,,,,,,,1/2 cup black ,1/2 cup ,1-2 tsp ,,,,,,,,,,,,,No,2015-09-03 03:05:28
118,11375,Foxy Lady,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",,,,,,https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,,1/2 oz ,1/2 oz ,2 oz ,,,,,,,,,,,,,No,2017-09-04 11:10:44
119,17197,French 75,,,,,,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",,"Gin, Zucker und Zitronensaft in einem mit Eis gefüllten Cocktailshaker mischen. Kräftig schütteln und in ein gekühltes Champagnerglas abseihen. Mit Champagner auffüllen. Vorsichtig umrühren.",,,,https://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 ,,,,,,,,,,No,2017-09-02 17:10:15
120,11382,Frisco Sour,,,,,,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,,Alle Zutaten (außer Zitronen- und Limonenscheiben) mit Eis schütteln und in ein Whiskey Sour Glas abseihen. Mit den Zitronen- und Limonenscheiben dekorieren und servieren.,,,,https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,,,,,,,,,,2 oz ,1/2 oz ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice ,,,,,,,,,,Yes,2017-09-08 16:22:30
121,12674,Fruit Shake,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,Blend til smooth.,,Bis zur geschmeidigen Konsistenz mischen.,,,,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,Yoghurt,Banana,Orange juice,Fruit,Ice,,,,,,,,,,,1 cup fruit ,1 ,4 oz frozen ,1/2 piece textural ,6 ,,,,,,,,,,,No,2017-01-14 21:51:44
122,12670,Fruit Cooler,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",,"Erdbeeren mit Zucker vermengen und im Kühlschrank über Nacht ruhen lassen. Zitrone schneiden, zwei Scheiben zurücklegen. Den Rest entsaften. Zitronensaft, Erdbeeren, Apfelsaft und Sodawasser mischen. Zitronenscheiben hinzufügen (nur Dekor). In Gläser, Eiswürfel und eine Apfelscheibe geben. Gießen Sie das Getränk hinein und servieren Sie es.",,,,https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice,,,,,,,,,1 can frozen ,1 cup ,2 tblsp ,1 ,1 ,1 L ,,,,,,,,,,No,2017-01-14 21:48:19
123,14688,Freddy Kruger,,,,,,,,,Shot,,Alcoholic,Shot glass,make it an ample size shot!!,,Mach es zu einer großzügigen Dosis!!!!,,,,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,Sambuca,Vodka,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,No,2016-04-28 19:06:38
124,15743,Fuzzy Asshole,,,,,,,,,Coffee / Tea,,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,,"Füllen Sie die Kaffeetasse halb voll mit Kaffee. Füllen Sie die andere Hälfte mit Pfirsichschnaps. Umrühren und trinken, solange es heiß ist.",,,,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,Coffee,Peach schnapps,,,,,,,,,,,,,,1/2 ,1/2 ,,,,,,,,,,,,,,No,2016-08-31 19:24:58
125,178328,Funk and Soul,,,,,,,,,Cocktail,,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,,,,,,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,,,,,,,,,,2 shots,1 shot,1 shot,Juice of 1/2,Top,,,,,,,,,,,Yes,
126,17213,French Martini,,,,,,,"NewEra,IBA",,Cocktail,New Era Drinks,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,,Alle Zutaten in den Shaker mit Eiswürfeln geben. Gut schütteln und in ein gekühltes Cocktailglas abseihen. Das Öl aus der Zitronenschale auf das Getränk drücken.,,,,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Vodka,Raspberry Liqueur,pineapple juice,,,,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,,,No,2017-09-02 18:25:34
127,17248,French Negroni,,,,,,,,,Cocktail,,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",,Füge Eis in einen Shaker und gieße alle Zutaten ein. Rühren Sie mit einem Barlöffel 40 bis 45 Umdrehungen oder bis zur vollständigen Abkühlung. In ein Martini-Glas oder über Eis in ein Rocks Glas abseihen. Mit Orangenspirale garnieren.,,,,https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,,No,2017-12-19 17:06:07
128,11368,Flying Dutchman,,,,,,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",,"In einem old-fashioned Glas, das fast mit Eiswürfeln gefüllt ist, den Gin und Triple Sec vermengen. Gut umrühren.",,,,https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Gin,Triple sec,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,,Yes,2017-09-04 11:12:38
129,11387,Frozen Daiquiri,,,,,,,,,Ordinary Drink,,Alcoholic,Champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",,"Alle Zutaten (außer der Kirsche) in einem Elektromixer für fünf Sekunden bei niedriger Geschwindigkeit, dann bei hoher Geschwindigkeit bis zum festen Stand mischen. Den Inhalt in ein Champagner Glas geben, mit der Kirsche verzieren und servieren.",,,,https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 1/2 oz ,1 tsp ,1 ,1 cup crushed ,,,,,,,,,,No,2017-09-08 16:26:53
130,12672,Fruit Flip-Flop,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,,,https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,Yoghurt,Fruit juice,,,,,,,,,,,,,,1 cup ,1 cup ,,,,,,,,,,,,,,No,2017-01-14 21:50:33
131,13070,Fahrenheit 5000,,,,,,,,,Shot,,Alcoholic,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,,Den Boden des Schnapsglases mit Tabasco-Sauce bedecken und dann mit halb Feuerwasser und halb Absolut Peppar füllen.,,,,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,Firewater,Absolut Peppar,Tabasco sauce,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 dash ,,,,,,,,,,,,,No,2016-09-08 15:24:52
132,11369,Flying Scotchman,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,,,https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,,Yes,2017-09-04 11:14:00
133,17198,French Connection,,,,,,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,,Alle Zutaten direkt in ein old fashioned Glas mit Eiswürfeln geben. Vorsichtig umrühren.,,,,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Cognac,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,No,2017-09-02 17:12:39
134,13202,Flaming Dr. Pepper,,,,,,,,,Shot,,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",,"Amaretto, Bacardi und Wodka vermengen. Dr. Pepper und Bier unterrühren.",,,,https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,,,,,,,,,,1 oz ,1 oz ,1 oz Bacardi ,1 oz ,1 oz ,,,,,,,,,,,No,2017-08-24 10:03:04
135,13675,Flander's Flake-Out,,,,,,,,,Ordinary Drink,,Alcoholic,Collins Glass,Bang 'em both in.,,Bang sie beide.,,,,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,Sambuca,Sarsaparilla,,,,,,,,,,,,,,1/4 glass ,3/4 glass ,,,,,,,,,,,,,,No,2016-04-28 19:05:05
136,16485,Flaming Lamborghini,,,,,,,,,Cocktail,,Alcoholic,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",,"Gießen Sie den Sambuca und Kahlua in das Cocktailglas und geben Sie dem Trinker einen Strohhalm. Gießen Sie die Baileys und den blauen Curacao in zwei getrennte Schnapsgläser auf beiden Seiten des Cocktailglases. Zünden Sie die Mischung im Cocktailglas an und beginnen Sie, durch den Strohhalm zu trinken (dieses Getränk sollte in einem getrunken werden), da der Boden des Glases erreicht wird, löschen Sie das Feuer, indem Sie die Baileys und Blue Curacao in das Cocktailglas gießen und weiter trinken, bis alles weg ist!",,,,https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,Kahlua,Sambuca,Blue Curacao,Baileys irish cream,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,No,2016-04-28 19:03:07
