,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
2627,"Morlet Family Vineyards, Coeur De Vallee Cabernet Sauvignon, Oakville",107391,morlet-family-vineyards-coeur-de-vallee-cabernet-sauvignon-oakville,Oakville,oakville,Red,,['California'],Usa,,2011,2014-05-01,False,92.23,B,3,,
2628,"Nickel & Nickel, John C. Sullenger Vineyard Cabernet Sauvignon, Oakville",109199,nickel-nickel-john-c-sullenger-vineyard-cabernet-sauvignon-oakville,Oakville,oakville,Red,,['California'],Usa,,2010,2014-05-01,False,92.22,A,4,,
2629,"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,peter-michael-winery-mon-plaisir-chardonnay-white-sonoma-county,Sonoma County,sonoma-county,White,dry,['California'],Usa,,2011,2014-05-01,False,92.16,C+,3,,
2630,"Nickel & Nickel, Branding Iron Vineyard Cabernet Sauvignon, Oakville",109189,nickel-nickel-branding-iron-vineyard-cabernet-sauvignon-oakville,Oakville,oakville,Red,,['California'],Usa,,2010,2014-05-01,False,92.12,B,4,,
2631,"Martinelli, Zio Tony Ranch Chardonnay, White, Russian River Valley",102677,martinelli-zio-tony-ranch-chardonnay-white-russian-river-valley,Russian River Valley,russian-river-valley,White,dry,['California'],Usa,,2011,2014-05-01,False,92.12,A,3,,
2632,"Kongsgaard, Cabernet Sauvignon, Napa Valley",91584,kongsgaard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2014-05-01,False,91.98,B,3,1122532.0,11225322011.0
2633,"Paul Hobbs, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville",113412,paul-hobbs-beckstoffer-to-kalon-vineyard-cabernet-sauvignon-oakville,Oakville,oakville,Red,,['California'],Usa,,2011,2014-05-01,False,91.98,B,3,,
2634,"Nickel & Nickel, Hayne Vineyard Cabernet Sauvignon, St Helena",109198,nickel-nickel-hayne-vineyard-cabernet-sauvignon-st-helena,St Helena,st-helena,Red,,['California'],Usa,,2010,2014-05-01,False,91.93,A,6,,
2635,"Favia, Cerro Sur, Napa Valley",72715,favia-cerro-sur-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2014-05-01,False,91.86,B,3,,
2636,"O'Shaughnessy Estate Winery, Mount Veeder Cabernet Sauvignon, Napa Valley",110039,oshaughnessy-estate-winery-mount-veeder-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2014-05-01,False,91.86,B,3,,
2637,"Morlet Family Vineyards, Passionement Cabernet Sauvignon, Oakville",107400,morlet-family-vineyards-passionement-cabernet-sauvignon-oakville,Oakville,oakville,Red,,['California'],Usa,,2011,2014-05-01,False,91.67,B+,3,,
2638,"Pahlmeyer, Proprietary Red, Napa Valley",111900,pahlmeyer-proprietary-red-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2014-05-01,False,91.55,C+,3,,
2639,"Martinelli, Lolita Ranch Chardonnay, White, Russian River Valley",102656,martinelli-lolita-ranch-chardonnay-white-russian-river-valley,Russian River Valley,russian-river-valley,White,dry,['California'],Usa,,2011,2014-05-01,False,91.47,B+,3,,
2640,"Pine Ridge Vineyards, Howell Mountain Cabernet Sauvignon, Napa Valley",116334,pine-ridge-vineyards-howell-mountain-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2014-05-01,False,91.44,C+,5,,
2641,"Flora Springs, Rutherford Hillside Reserve Cabernet Sauvignon, Napa Valley",74745,flora-springs-rutherford-hillside-reserve-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2010,2014-05-01,False,91.37,C+,4,,
2642,"Pine Ridge Vineyards, Fortis, Napa Valley",116333,pine-ridge-vineyards-fortis-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2014-05-01,False,91.26,C+,4,,
2643,"Flora Springs, Rennie Reserve Cabernet Sauvignon, St Helena",74743,flora-springs-rennie-reserve-cabernet-sauvignon-st-helena,St Helena,st-helena,Red,,['California'],Usa,,2010,2014-05-01,False,91.21,C+,4,,
2644,"Morlet Family Vineyards, Mon Chevalier Cabernet Sauvignon, Knights Valley",107399,morlet-family-vineyards-mon-chevalier-cabernet-sauvignon-knights-valley,Knights Valley,knights-valley,Red,,['California'],Usa,,2011,2014-05-01,False,91.12,A+,3,,
2645,"Le Macchiole, Bolgheri",147295,le-macchiole-bolgheri,Bolgheri,bolgheri,Red,,['Tuscany'],Italy,,2011,2014-05-01,False,91.04,B,5,,
2646,"Outpost, Zinfandel, Howell Mountain",111478,outpost-zinfandel-howell-mountain,Howell Mountain,howell-mountain,Red,,['California'],Usa,,2011,2014-05-01,False,91.04,A,4,,
2647,"Ridge Vineyards Lytton Estate, Petite Sirah, Dry Creek Valley",120762,ridge-vineyards-lytton-estate-petite-sirah-dry-creek-valley,Dry Creek Valley,dry-creek-valley,Red,,['California'],Usa,,2011,2014-05-01,False,91.01,B,5,,
2648,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1985,2014-05-01,False,90.93,C,3,1017757.0,10177571985.0
2649,"Flora Springs, Trilogy, Napa Valley",74749,flora-springs-trilogy-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2010,2014-05-01,False,90.87,A+,3,,
2650,"Pahlmeyer, Merlot, Napa Valley",111896,pahlmeyer-merlot-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2014-05-01,False,90.61,C+,3,1122851.0,11228512011.0
2651,"Chateau Cos D'Estournel, Blanc, Bordeaux",33384,chateau-cos-destournel-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2011,2014-05-01,False,90.61,B+,10,1016763.0,10167632011.0
2652,"Larkmead Vineyards, Lillie Sauvignon Blanc, White, Napa Valley",94122,larkmead-vineyards-lillie-sauvignon-blanc-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2012,2014-05-01,False,90.57,A+,3,,
2653,"Nickel & Nickel, C.C. Ranch Cabernet Sauvignon, Rutherford",109190,nickel-nickel-cc-ranch-cabernet-sauvignon-rutherford,Rutherford,rutherford,Red,,['California'],Usa,,2010,2014-05-01,False,90.53,B+,5,,
2654,"Ramey Wine Cellars, Cabernet Sauvignon, Napa Valley",118756,ramey-wine-cellars-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2010,2014-05-01,False,90.49,C+,3,,
2655,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1980,2014-05-01,False,90.38,B,4,1017757.0,10177571980.0
2656,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,1984,2014-05-01,False,90.38,A,3,1004285.0,10042851984.0
2657,"Martinelli, Jackass Hill Muscat Alexandria, White, Russian River Valley",102653,martinelli-jackass-hill-muscat-alexandria-white-russian-river-valley,Russian River Valley,russian-river-valley,White,dry,['California'],Usa,,2011,2014-05-01,False,90.32,C+,3,,
2658,"Ridge Vineyards, Lytton Springs, Dry Creek Valley",120782,ridge-vineyards-lytton-springs-dry-creek-valley,Dry Creek Valley,dry-creek-valley,Red,,['California'],Usa,,2011,2014-05-01,False,90.29,C+,4,1135828.0,11358282011.0
2659,"M. Chapoutier, De L'Oree Blanc, Blanc, Hermitage",99598,m-chapoutier-de-loree-blanc-blanc-hermitage,Hermitage,hermitage,White,dry,['Rhone'],France,,1999,2014-05-01,False,90.19,C,5,1109658.0,11096581999.0
2660,"Chateau D'Aiguilhe, Castillon Cotes De Bordeaux",33547,chateau-daiguilhe-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2010,2014-05-01,False,90.16,A+,13,1123773.0,11237732010.0
2661,"Cenyth, Sonoma County",30920,cenyth-sonoma-county,Sonoma County,sonoma-county,Red,,['California'],Usa,,2009,2014-05-01,False,90.15,B,3,,
2662,"Pine Ridge Vineyards, Oakville Cabernet Sauvignon, Napa Valley",116339,pine-ridge-vineyards-oakville-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2014-05-01,False,89.98,C+,3,,
2663,"Chateau Brown, Blanc, Pessac Leognan",32831,chateau-brown-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2011,2014-05-01,False,89.97,B,7,,
2664,"Gemstone Vineyard Estate, Cabernet Sauvignon, Yountville",78113,gemstone-vineyard-estate-cabernet-sauvignon-yountville,Yountville,yountville,Red,,['California'],Usa,,2011,2014-05-01,False,89.74,C+,3,,
2665,"Pine Ridge Vineyards, Stags Leap District Cabernet Sauvignon, Napa Valley",116344,pine-ridge-vineyards-stags-leap-district-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2014-05-01,False,89.66,C,3,,
2666,"Mayacamas Vineyards, Merlot, Napa Valley",103769,mayacamas-vineyards-merlot-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2007,2014-05-01,False,89.4,C,3,,
2667,"Flora Springs, Wild Boar Vineyard Cabernet Sauvignon, Napa Valley",74750,flora-springs-wild-boar-vineyard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2010,2014-05-01,False,89.32,B+,4,,
2668,"Pine Ridge Vineyards, Rutherford Cabernet Sauvignon, Napa Valley",116343,pine-ridge-vineyards-rutherford-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2014-05-01,False,89.26,C+,3,,
2669,"Vignobles Andre Lurton, Chateau La Louviere, Pessac Leognan",139922,vignobles-andre-lurton-chateau-la-louviere-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2009,2014-05-01,False,89.06,A+,14,1012518.0,10125182009.0
2670,"Round Pond Estate, Cabernet Sauvignon, Rutherford",122854,round-pond-estate-cabernet-sauvignon-rutherford,Rutherford,rutherford,Red,,['California'],Usa,,2011,2014-05-01,False,88.82,C+,4,,
2671,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1987,2014-05-01,False,88.78,B+,3,1017757.0,10177571987.0
2672,"Pine Ridge Vineyards, Napa Valley Cabernet Sauvignon, Napa Valley",116338,pine-ridge-vineyards-napa-valley-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2014-05-01,False,88.7,C+,4,,
2673,"Chateau Haut Brisson, Saint Emilion Grand Cru",36422,chateau-haut-brisson-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2010,2014-05-01,False,88.66,B,3,,
2674,"Joseph Phelps Vineyards, Sauvignon Blanc, White, Napa Valley",89580,joseph-phelps-vineyards-sauvignon-blanc-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2012,2014-05-01,False,88.52,B+,4,,
2675,"Sena, Valle Del Aconcagua",126131,sena-valle-del-aconcagua,Valle Del Aconcagua,valle-del-aconcagua,Red,,['Chile'],Chile,,1995,2014-05-01,False,88.41,B,3,1083217.0,10832171995.0
2676,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2005,2014-05-01,False,88.31,B,5,1009189.0,10091892005.0
2677,"Joseph Phelps Vineyards, Syrah, Napa Valley",89581,joseph-phelps-vineyards-syrah-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2014-05-01,False,88.3,B,3,,
2678,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2008,2014-05-01,False,88.27,B,5,1009189.0,10091892008.0
2679,"Grgich Hills Estate, Yountville Selection Cabernet Sauvignon, Napa Valley",80589,grgich-hills-estate-yountville-selection-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2009,2014-05-01,False,88.21,A+,4,,
2680,"Chateau Liot, Blanc, Sauternes",38825,chateau-liot-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,2013,2014-05-01,True,88.19,B,4,,
2681,"Tenuta San Guido, Le Difese, Toscana",148021,tenuta-san-guido-le-difese-toscana,Toscana,toscana,Red,dry,['Tuscany'],Italy,,2011,2014-05-01,False,88.01,B+,7,1104640.0,11046402011.0
2682,"Bernard Magrez, Chateau Latrezotte, Blanc, Sauternes",11174,bernard-magrez-chateau-latrezotte-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,2013,2014-05-01,True,87.95,A+,3,,
2683,"Vignobles Andre Lurton, Chateau De Rochemorin, Pessac Leognan",139911,vignobles-andre-lurton-chateau-de-rochemorin-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2009,2014-05-01,False,87.95,B,5,,
2684,"Chateau Pontoise Cabarrus, Haut Medoc",40181,chateau-pontoise-cabarrus-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,87.93,B+,3,,
2685,"Cliff Lede Vineyards, Sauvignon Blanc, White, Napa Valley",43386,cliff-lede-vineyards-sauvignon-blanc-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2012,2014-05-01,False,87.85,A+,3,,
2686,"Ramey Wine Cellars, Claret, Napa Valley",118761,ramey-wine-cellars-claret-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2011,2014-05-01,False,87.82,B+,3,,
2687,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2007,2014-05-01,False,87.54,B,3,1009189.0,10091892007.0
2688,"Crossbarn By Paul Hobbs, Chardonnay, White, Sonoma Coast",47377,crossbarn-by-paul-hobbs-chardonnay-white-sonoma-coast,Sonoma Coast,sonoma-coast,White,dry,['California'],Usa,,2012,2014-05-01,False,87.37,B+,3,,
2689,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1984,2014-05-01,False,87.34,C+,3,1017757.0,10177571984.0
2690,"Chateau De Gironville, Haut Medoc",34111,chateau-de-gironville-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,86.99,A,9,,
2691,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2006,2014-05-01,False,86.88,A,5,1009189.0,10091892006.0
2692,"Chateau Potensac, La Chapelle, Medoc",40201,chateau-potensac-la-chapelle-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2011,2014-05-01,False,86.87,B,8,,
2693,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2001,2014-05-01,False,86.85,C,4,1009189.0,10091892001.0
2694,"Chateau Barde Haut, Le Vallon Du Barde Haut, Saint Emilion Grand Cru",32249,chateau-barde-haut-le-vallon-du-barde-haut-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2008,2014-05-01,False,86.83,B+,3,,
2695,"Chateau De Villegeorge, Haut Medoc",35011,chateau-de-villegeorge-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2009,2014-05-01,False,86.82,A+,4,,
2696,"Chateau Haut-Beausejour, Saint Estephe",36698,chateau-haut-beausejour-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2011,2014-05-01,False,86.79,B,9,,
2697,"Truchard Vineyards, Cabernet Sauvignon, Carneros",136964,truchard-vineyards-cabernet-sauvignon-carneros,Carneros,carneros,Red,,['California'],Usa,,2010,2014-05-01,False,86.75,B,3,,
2698,"Chateau Pey La Tour, Reserve Du Chateau, Bordeaux Superieur",39931,chateau-pey-la-tour-reserve-du-chateau-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2013,2014-05-01,True,86.68,A+,3,,
2699,"Chateau Lyonnat, Lussac Saint Emilion",38923,chateau-lyonnat-lussac-saint-emilion,Lussac Saint Emilion,lussac-saint-emilion,Red,,['Bordeaux'],France,,2013,2014-05-01,True,86.66,B,3,1012606.0,10126062013.0
2700,"Chateau Partarrieu, Blanc, Sauternes",39774,chateau-partarrieu-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,2013,2014-05-01,True,86.65,B,5,,
2701,"Chateau Grand Puy Lacoste, Lacoste Borie, Pauillac",36164,chateau-grand-puy-lacoste-lacoste-borie-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2013,2014-05-01,True,86.64,C+,7,1011827.0,10118272013.0
2702,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1978,2014-05-01,False,86.52,B,3,1017757.0,10177571978.0
2703,"Chateau Labadie, Medoc",37822,chateau-labadie-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,86.49,B,4,,
2704,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2003,2014-05-01,False,86.39,B+,5,1009189.0,10091892003.0
2705,"Chateau Duplessis, Moulis En Medoc",35578,chateau-duplessis-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,86.37,B,3,,
2706,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2002,2014-05-01,False,86.35,B+,4,1009189.0,10091892002.0
2707,"Vina Cobos, 'Felino' Chardonnay, Blanco, Mendoza",140715,vina-cobos-felino-chardonnay-blanco-mendoza,Mendoza,mendoza,White,dry,['Mendoza'],Argentina,,2013,2014-05-01,False,86.32,A,4,,
2708,"Chateau Devise D'Ardilley, Haut Medoc",35205,chateau-devise-dardilley-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,86.16,B+,4,,
2709,"Chateau Saint Paul, Haut Medoc",40714,chateau-saint-paul-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,86.09,B+,4,,
2710,"Chateau Moulin A Vent, Moulis En Medoc",39528,chateau-moulin-a-vent-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2014-05-01,True,86.09,B,4,,
2711,"Chateau Bel-Air-Ouy, Saint Emilion Grand Cru",32464,chateau-bel-air-ouy-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2013,2014-05-01,True,86.01,B,3,,
2712,"Chateau Tour Seran, Medoc",41459,chateau-tour-seran-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,85.95,B+,6,,
2713,"Chateau Les Cruzelles, Lalande De Pomerol",38581,chateau-les-cruzelles-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2004,2014-05-01,False,85.75,B+,4,1009189.0,10091892004.0
2714,"Chateau La Clotte Cazalis, Bordeaux",37120,chateau-la-clotte-cazalis-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2013,2014-05-01,True,85.72,A,3,,
2715,"Chateau La Lauzette, Haut Medoc",37500,chateau-la-lauzette-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2011,2014-05-01,False,85.71,A+,4,,
2716,"Virginie Thunevin, Domaine Virginie Thunevin, Bordeaux",142675,virginie-thunevin-domaine-virginie-thunevin-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2013,2014-05-01,True,85.6,B+,3,,
2717,"Chateau Le Pey, Medoc",38391,chateau-le-pey-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,85.47,B+,5,,
2718,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1994,2014-05-01,False,85.27,A,3,1017757.0,10177571994.0
2719,"Chateau Liversan, Haut Medoc",38829,chateau-liversan-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,85.13,B+,6,,
2720,"Domaines Lapalu, Chateau Patache D'Aux, Medoc",66518,domaines-lapalu-chateau-patache-daux-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,85.08,B,8,,
2721,"Chateau Leboscq, Medoc",147360,chateau-leboscq-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,84.86,C+,6,,
2722,"Chateau Bertineau, St-Vincent, Lalande De Pomerol",32597,chateau-bertineau-st-vincent-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2013,2014-05-01,True,84.82,B,5,,
2723,"Chateau Claud Bellevue, Castillon Cotes De Bordeaux",147818,chateau-claud-bellevue-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,dry,['Bordeaux'],France,,2013,2014-05-01,True,84.77,C,3,,
2724,"Chateau Haut Bertinerie, Blaye Cotes De Bordeaux",36395,chateau-haut-bertinerie-blaye-cotes-de-bordeaux,Blaye Cotes De Bordeaux,blaye-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2010,2014-05-01,False,84.51,C,4,,
2725,"Chateau De Sainte-Gemme, Haut Medoc",34851,chateau-de-sainte-gemme-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,84.51,B,3,,
2726,"Chateau De Veyres, Blanc, Sauternes",35000,chateau-de-veyres-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,2013,2014-05-01,True,84.48,A,4,,
2727,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1969,2014-05-01,False,84.42,C,3,1017757.0,10177571969.0
2728,"Vignobles Meyre, Chateau Bibian, Haut Medoc",140121,vignobles-meyre-chateau-bibian-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,84.36,C,4,,
2729,"Chateau Corconnac, Haut Medoc",33368,chateau-corconnac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,84.24,B,3,,
2730,"Chateau Doyac, Haut Medoc",35252,chateau-doyac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,84.24,C,6,,
2731,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1966,2014-05-01,False,84.06,C+,4,1017757.0,10177571966.0
2732,"Chateau Saint Paul, Haut Medoc",40714,chateau-saint-paul-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2014-05-01,True,84.0,B,4,,
2733,"Chateau Pierre De Montignac, Medoc",40046,chateau-pierre-de-montignac-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,83.22,C,5,,
2734,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1977,2014-05-01,False,83.12,B,3,1017757.0,10177571977.0
2735,"Chateau Carcanieux, Medoc",33076,chateau-carcanieux-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,82.91,C+,5,,
2736,"Chateau Lavillotte, Saint Estephe",38220,chateau-lavillotte-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2011,2014-05-01,False,82.45,C+,3,,
2737,"Chateau Saint Pierre De Corbian, Saint Estephe",41039,chateau-saint-pierre-de-corbian-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,82.36,C,3,,
2738,"Chateau Fontis, Medoc",35810,chateau-fontis-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,82.3,C,4,,
2739,"Chateau Biston Brillette, Moulis En Medoc",32654,chateau-biston-brillette-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,82.18,C+,4,,
2740,"Chateau Aney, Haut Medoc",32166,chateau-aney-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,82.09,B+,3,,
2741,"Chateau De Malleret, Haut Medoc",34545,chateau-de-malleret-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,82.04,C,3,,
2742,"Chateau La Garricq, Moulis En Medoc",37402,chateau-la-garricq-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,81.75,C,4,,
2743,"Chateau D'Yquem, Blanc, Sauternes",33529,chateau-dyquem-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,1973,2014-05-01,False,81.53,C,4,1017757.0,10177571973.0
2744,"Chateau Lieujean, Haut Medoc",38813,chateau-lieujean-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,81.48,C,6,,
2745,"Chateau Chantemerle, Medoc",33204,chateau-chantemerle-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,80.5,C,3,,
2746,"Chateau Laffitte Carcasset, Saint Estephe",37896,chateau-laffitte-carcasset-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,80.43,C,5,,
2747,"Chateau Griviere, Medoc",36274,chateau-griviere-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2014-05-01,False,80.33,C,3,,
