,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
1358,"Chateau Fombrauge, Saint Emilion Grand Cru",35728,chateau-fombrauge-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,91.11,A,11,1010211.0,10102112017.0
1359,"Chateau Pichon Longueville Baron, Les Griffons De Pichon Baron, Pauillac",40017,chateau-pichon-longueville-baron-les-griffons-de-pichon-baron-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,91.1,A+,14,1310092.0,13100922017.0
1360,"Chateau Marquis D'Alesme Becker, Margaux",39101,chateau-marquis-dalesme-becker-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,91.1,B+,12,1259744.0,12597442017.0
1361,"Chateau Pedesclaux, Pauillac",39829,chateau-pedesclaux-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2017,2020-02-26,False,91.06,A,14,1013919.0,10139192017.0
1362,"Chateau Grand Village, Blanc, Bordeaux",36201,chateau-grand-village-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,91.02,A,10,,
1363,"Baron Philippe De Rothschild, Chateau D'Armailhac, Pauillac",8842,baron-philippe-de-rothschild-chateau-darmailhac-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2017,2020-02-26,False,91.01,A,15,1223037.0,12230372017.0
1364,"Chateau Sanctus, Saint Emilion Grand Cru",40840,chateau-sanctus-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.99,A,6,,
1365,"Chateau Laroque, Saint Emilion Grand Cru",38118,chateau-laroque-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.97,A,9,,
1366,"Chateau Gracia, Les Angelots de Gracia, Saint Emilion Grand Cru",95609,chateau-gracia-les-angelots-de-gracia-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.87,B,3,,
1367,"Chateau Clos Saint Julien, Saint Emilion",33321,chateau-clos-saint-julien-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.85,B,7,,
1368,"Domaine De Cambes, Bordeaux",54022,domaine-de-cambes-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.79,B+,7,,
1369,"Chateau Sansonnet, Saint Emilion Grand Cru",40843,chateau-sansonnet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.76,B+,14,,
1370,"Chateau Teyssier, Le Carre, Saint Emilion Grand Cru",94835,chateau-teyssier-le-carre-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.76,A,11,,
1371,"Chateau Smith Haut Lafitte, Les Hauts De Smith, Blanc, Pessac Leognan",40943,chateau-smith-haut-lafitte-les-hauts-de-smith-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,90.76,B+,10,1017106.0,10171062017.0
1372,"Vignobles Moreau, Chateau La Voute, Saint Emilion Grand Cru",140130,vignobles-moreau-chateau-la-voute-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.7,B,6,,
1373,"Chateau Haut Brisson, Saint Emilion Grand Cru",36422,chateau-haut-brisson-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.69,B+,8,,
1374,"Chateau Barde Haut, Saint Emilion Grand Cru",32250,chateau-barde-haut-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.68,B+,13,1006263.0,10062632017.0
1375,"Famille Esquissaud, Chateau Faugeres, Saint Emilion Grand Cru",71919,famille-esquissaud-chateau-faugeres-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.66,A,13,1007710.0,10077102017.0
1376,"Chateau Smith Haut Lafitte, Le Petit Haut Lafitte, Blanc, Pessac Leognan",40940,chateau-smith-haut-lafitte-le-petit-haut-lafitte-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,90.62,A,10,,
1377,"Chateau Bellevue, Saint Emilion Grand Cru",32557,chateau-bellevue-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.6,A,12,1006898.0,10068982017.0
1378,"Chateau Poesia, Saint Emilion Grand Cru",40129,chateau-poesia-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.6,A,12,,
1379,"Chateau Labegorce Margaux, Margaux",37834,chateau-labegorce-margaux-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.59,A,15,1011797.0,10117972017.0
1380,"Chateau La Fleur Morange, Saint Emilion Grand Cru",37336,chateau-la-fleur-morange-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.53,A+,6,1010064.0,10100642017.0
1381,"Chateau Soutard, Saint Emilion Grand Cru",40970,chateau-soutard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.51,A,14,1015346.0,10153462017.0
1382,"La Mission Haut Brion, La Chapelle De La Mission Haut Brion, Pessac Leognan",92853,la-mission-haut-brion-la-chapelle-de-la-mission-haut-brion-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.48,A+,13,1008007.0,10080072017.0
1383,"Chateau Lafite Rothschild, Carruades De Lafite, Pauillac",37900,chateau-lafite-rothschild-carruades-de-lafite-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.48,A+,14,1007840.0,10078402017.0
1384,"Chateau Lespault-Martillac, Blanc, Pessac Leognan",38773,chateau-lespault-martillac-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,90.47,A,10,,
1385,"Chateau Montrose, La Dame De Montrose, Saint Estephe",39487,chateau-montrose-la-dame-de-montrose-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.47,A+,14,1009235.0,10092352017.0
1386,"Vignobles Andre Lurton, Chateau Couhins-Lurton, Blanc, Pessac Leognan",139903,vignobles-andre-lurton-chateau-couhins-lurton-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,Grand Cru Classé de Graves,2017,2020-02-26,False,90.42,A+,12,,
1387,"Chateau Le Pape, Pessac Leognan",38381,chateau-le-pape-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.41,A+,13,,
1388,"Chateau Pichon Longueville Comtesse De Lalande, Reserve De La Comtesse, Pauillac",40021,chateau-pichon-longueville-comtesse-de-lalande-reserve-de-la-comtesse-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.38,A+,12,1014639.0,10146392017.0
1389,"Clos De L'Oratoire, Saint Emilion Grand Cru",43594,clos-de-loratoire-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.28,A,12,1008384.0,10083842017.0
1390,"Chateau Les Grandes Murailles, Saint Emilion Grand Cru",38609,chateau-les-grandes-murailles-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.27,A,12,1010820.0,10108202017.0
1391,"Clos Badon Thunevin, Saint Emilion Grand Cru",43494,clos-badon-thunevin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.26,B+,11,,
1392,"Vignobles Andre Lurton, Chateau La Louviere, Blanc, Pessac Leognan",139916,vignobles-andre-lurton-chateau-la-louviere-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,90.26,A,15,1017252.0,10172522017.0
1393,"Chateau Clos De Sarpe, Saint Emilion Grand Cru",33301,chateau-clos-de-sarpe-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.25,B,11,1008498.0,10084982017.0
1394,"Chateau Smith Haut Lafitte, Le Petit Haut Lafitte, Pessac Leognan",40941,chateau-smith-haut-lafitte-le-petit-haut-lafitte-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.24,A,10,1153143.0,11531432017.0
1395,"Vignobles Denis Barraud, Chateau Lynsolence, Saint Emilion Grand Cru",38920,vignobles-denis-barraud-chateau-lynsolence-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.22,A,9,,
1396,"Chateau Berliquet, Saint Emilion Grand Cru",32584,chateau-berliquet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.19,A,14,1007039.0,10070392017.0
1397,"C. Et S. Derenoncourt, Domaine De L'A, Castillon Cotes De Bordeaux",22940,c-et-s-derenoncourt-domaine-de-la-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.19,A+,8,1009411.0,10094112017.0
1398,"Clos Dubreuil, Saint Emilion",43850,clos-dubreuil-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.16,B+,11,,
1399,"Chateau Marquis De Terme, Margaux",39109,chateau-marquis-de-terme-margaux,Margaux,margaux,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2017,2020-02-26,False,90.16,A,15,1012837.0,10128372017.0
1400,"Chateau De Pressac, Saint Emilion Grand Cru",34755,chateau-de-pressac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.14,B+,10,,
1401,"Chateau Latour, Le Pauillac De Latour, Pauillac",38176,chateau-latour-le-pauillac-de-latour-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2015,2020-02-26,False,90.1,A+,16,1013821.0,10138212015.0
1402,"Chateau Leoville Las Cases, Le Petit Lion Du Marquis De Las Cases, Saint Julien",38503,chateau-leoville-las-cases-le-petit-lion-du-marquis-de-las-cases-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.07,A,13,1013993.0,10139932017.0
1403,"Chateau Pontet Labrie, Saint Emilion Grand Cru",40174,chateau-pontet-labrie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,90.05,B,9,,
1404,"Chateau Teyssier, Clos Nardian, Blanc, Bordeaux",41239,chateau-teyssier-clos-nardian-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,90.03,B,8,,
1405,"Chateau Quinault L'Enclos, Saint Emilion Grand Cru",40323,chateau-quinault-lenclos-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,90.01,A,14,1014554.0,10145542017.0
1406,"Chateau Marojallia, Margaux",39092,chateau-marojallia-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.95,A,12,1012808.0,10128082017.0
1407,"Chateau Talbot, Saint Julien",41125,chateau-talbot-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2017,2020-02-26,False,89.89,A,15,1015362.0,10153622017.0
1408,"Chateau Laurence, Blanc, Bordeaux Blanc",149759,chateau-laurence-blanc-bordeaux-blanc,Bordeaux Blanc,bordeaux-blanc,White,,['Bordeaux'],France,,2017,2020-02-26,False,89.87,A+,3,,
1409,"Chateau La Tour Figeac, Saint Emilion Grand Cru",37765,chateau-la-tour-figeac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.86,B+,12,1015593.0,10155932017.0
1410,"Chateau Prieure Lichine, Margaux",40241,chateau-prieure-lichine-margaux,Margaux,margaux,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2017,2020-02-26,False,89.85,A,15,1014440.0,10144402017.0
1411,"Chateau Moulin Du Cadet, Saint Emilion Grand Cru",107589,chateau-moulin-du-cadet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.84,A,10,,
1412,"Chateau Capbern, Saint Estephe",147625,chateau-capbern-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.84,A,14,1384792.0,13847922017.0
1413,"Chateau Tour Maillet, Pomerol",41431,chateau-tour-maillet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.81,B,6,,
1414,"Chateau Rol Valentin, Saint Emilion Grand Cru",40513,chateau-rol-valentin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.81,B+,9,1014769.0,10147692017.0
1415,"Chateau De Ferrand, Saint Emilion Grand Cru",34050,chateau-de-ferrand-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.8,A+,12,,
1416,"Chateau Pauillac, Pauillac",149752,chateau-pauillac-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.79,B+,5,,
1417,"Chateau Alcee, Castillon Cotes De Bordeaux",32148,chateau-alcee-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.77,A,9,,
1418,"Chateau Clos Marsalette, Blanc, Pessac Leognan",33313,chateau-clos-marsalette-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,89.76,B,11,,
1419,"Chateau De Valandraud, Virginie de Valandraud, Blanc, Saint Emilion",148001,chateau-de-valandraud-virginie-de-valandraud-blanc-saint-emilion,Saint Emilion,saint-emilion,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,89.75,B,8,,
1420,"Vignobles Andre Lurton, Chateau Couhins-Lurton, Pessac Leognan",139904,vignobles-andre-lurton-chateau-couhins-lurton-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.74,A+,14,,
1421,"Chateau Les Trois Croix, Fronsac",38749,chateau-les-trois-croix-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.73,A,10,,
1422,"Chateau Pichon Longueville Baron, Les Tourelles De Longueville, Pauillac",40023,chateau-pichon-longueville-baron-les-tourelles-de-longueville-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.73,A+,14,1015812.0,10158122017.0
1423,"Chateau Larcis-Ducasse, Le Murmure De Larcis-Ducasse, Saint-Emilion",38100,chateau-larcis-ducasse-le-murmure-de-larcis-ducasse-saint-emilion,Saint-Emilion,saint-emilion,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.69,C+,3,,
1424,"Chateau Dalem, Fronsac",33668,chateau-dalem-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.69,A,11,,
1425,"Chateau Latour, Le Pauillac De Latour, Pauillac",38176,chateau-latour-le-pauillac-de-latour-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.67,A+,13,1013821.0,10138212017.0
1426,"Chateau Puygueraud, Blanc, Francs Cotes De Bordeaux",40302,chateau-puygueraud-blanc-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,89.65,B+,11,,
1427,"Chateau Le Prieure, Saint Emilion Grand Cru",38417,chateau-le-prieure-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.63,B+,11,,
1428,"Chateau Soutard Cadet, Saint Emilion Grand Cru",148126,chateau-soutard-cadet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.62,B,5,,
1429,"Chateau Smith Haut Lafitte, Les Hauts De Smith, Pessac Leognan",40944,chateau-smith-haut-lafitte-les-hauts-de-smith-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.62,A,10,,
1430,"Chateau Lalande-Borie, Saint Julien",37984,chateau-lalande-borie-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.61,A+,13,1012042.0,10120422017.0
1431,"Chateau Lilian Ladouys, Saint Estephe",38817,chateau-lilian-ladouys-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2017,2020-02-26,False,89.61,A+,11,1012459.0,10124592017.0
1432,"Chateau Larrivet Haut Brion, Pessac Leognan",38134,chateau-larrivet-haut-brion-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.6,B+,14,1012273.0,10122732017.0
1433,"Chateau Couhins, Blanc, Pessac Leognan",33419,chateau-couhins-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,Grand Cru Classé de Graves,2017,2020-02-26,False,89.59,A,12,,
1434,"Clos Manou, Medoc",43960,clos-manou-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.58,B+,10,1222564.0,12225642017.0
1435,"Chateau Milens, Saint Emilion Grand Cru",39303,chateau-milens-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.58,A,6,,
1436,"Clos Les Lunelles, Castillon Cotes De Bordeaux",43954,clos-les-lunelles-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.57,B+,12,,
1437,"Chateau Ripeau, Saint Emilion Grand Cru",40441,chateau-ripeau-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.57,B,10,,
1438,"Domaine Du Bouscat, Les Portes De L'Am, Bordeaux Superieur",57059,domaine-du-bouscat-les-portes-de-lam-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.56,B,5,,
1439,"Clos La Madeleine, Saint Emilion Grand Cru",43895,clos-la-madeleine-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.54,A+,13,,
1440,"Chateau Lespault-Martillac, Pessac Leognan",38774,chateau-lespault-martillac-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.52,B+,9,,
1441,"Chateau Leroy Beauval, Bordeaux",38509,chateau-leroy-beauval-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.51,A,5,,
1442,"Chateau Lucia, Saint Emilion Grand Cru",38904,chateau-lucia-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.5,B,6,1012521.0,10125212017.0
1443,"Chateau Pibran, Pauillac",40004,chateau-pibran-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.49,A+,15,1014150.0,10141502017.0
1444,"Chateau De La Dauphine, Fronsac",34269,chateau-de-la-dauphine-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.46,A+,11,1009251.0,10092512017.0
1445,"Domaine Du Bouscat, Cuvee La Gargone, Bordeaux Superieur",57058,domaine-du-bouscat-cuvee-la-gargone-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.44,B+,4,,
1446,"Chateau Villemaurine, Saint Emilion Grand Cru",41742,chateau-villemaurine-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.43,B+,14,1202779.0,12027792017.0
1447,"Chateau Le Thil Comte Clary, Pessac Leognan",38467,chateau-le-thil-comte-clary-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.4,A+,9,1425587.0,14255872017.0
1448,"Chateau Laforge, Saint Emilion Grand Cru",37938,chateau-laforge-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.35,B+,11,,
1449,"Chateau Fonroque, Saint Emilion Grand Cru",35753,chateau-fonroque-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.34,A,13,1010266.0,10102662017.0
1450,"Chateau Potensac, Medoc",40202,chateau-potensac-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.32,A,14,1014323.0,10143232017.0
1451,"Chateau Grand Village, Bordeaux Superieur",36202,chateau-grand-village-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.32,B+,10,1010804.0,10108042017.0
1452,"Chateau Grand-Pontet, Saint Emilion Grand Cru",36205,chateau-grand-pontet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.26,B+,10,1010761.0,10107612017.0
1453,"Chateau Le Crock, Saint Estephe",38301,chateau-le-crock-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2017,2020-02-26,False,89.26,A+,12,1008948.0,10089482017.0
1454,"Chateau Jean Faux, Blanc, Bordeaux",36819,chateau-jean-faux-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2017,2020-02-26,False,89.25,B,7,,
1455,"Chateau Rochebelle, Saint Emilion Grand Cru",40495,chateau-rochebelle-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.24,B+,7,,
1456,"Chateau La Grave A Pomerol, Trignant De Boisset, Pomerol",37437,chateau-la-grave-a-pomerol-trignant-de-boisset-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.24,B+,11,1317075.0,13170752017.0
1457,"Chateau Destieux, Saint Emilion",35202,chateau-destieux-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.23,B+,12,,
1458,"Chateau Guadet, Saint Emilion Grand Cru",36284,chateau-guadet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,89.17,B+,6,,
1459,"Chateau Cantin, Saint Emilion",33027,chateau-cantin-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.17,A,8,,
1460,"Chateau Pierre De Lune, Saint Emilion Grand Cru",40044,chateau-pierre-de-lune-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.14,B+,6,1147869.0,11478692017.0
1461,"Chateau Fonbadet, Pauillac",35730,chateau-fonbadet-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,Cru Bourgeois,2017,2020-02-26,False,89.13,A,12,,
1462,"Chateau De Candale, Saint Emilion Grand Cru",33895,chateau-de-candale-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-02-26,False,89.01,A+,7,,
1463,"Chateau Fontenil, Fronsac",35808,chateau-fontenil-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,88.98,B+,12,,
1464,"Chateau Monbousquet, Saint Emilion Grand Cru",39349,chateau-monbousquet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2017,2020-02-26,False,88.98,A,14,1013182.0,10131822017.0
1465,"Chateau Lynch Bages, Echo De Lynch Bages, Pauillac",38917,chateau-lynch-bages-echo-de-lynch-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2017,2020-02-26,False,88.97,A,9,1009538.0,10095382017.0
1466,"Chateau La Croix Lartigue, Castillon Cotes De Bordeaux",37235,chateau-la-croix-lartigue-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,88.96,B,6,,
1467,"Chateau Clarisse, Cuvee Vieilles Vignes, Puisseguin Saint Emilion",33273,chateau-clarisse-cuvee-vieilles-vignes-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2017,2020-02-26,False,88.84,A,7,,
1468,"Chateau Tayac, Margaux",41185,chateau-tayac-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2017,2020-02-26,False,88.83,A,4,,
1469,"Vignobles Andre Lurton, Chateau La Louviere, Pessac Leognan",139922,vignobles-andre-lurton-chateau-la-louviere-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2017,2020-02-26,False,88.82,A,14,1012518.0,10125182017.0
